experiment_group,experiment_id,kind,direction,w_min,w_max,num_steps,seed,prompt_id,prompt_text,params,notes,bucket,worker_id
EXP_C_EXTREME_TRADEOFF_COLORS,e9a8c74ee22c,linear,decreasing,7.0,100.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,40f0f6c2c85b,linear,decreasing,7.0,100.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,11dd0f40e538,linear,decreasing,7.0,100.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,cc60fa2a5084,exponential,increasing,1.0,2.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,b744ac8413aa,exponential,increasing,1.0,2.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,fafac2fa44c1,exponential,increasing,1.0,2.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,b4dce8c2e177,exponential,increasing,1.0,2.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,c5405aa8b3c4,exponential,increasing,1.0,2.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,175381963cc6,exponential,increasing,1.0,2.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,8b23679260be,exponential,increasing,1.0,12.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,1b68a189eaa8,exponential,increasing,1.0,12.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,b4abd9f5fa7c,exponential,increasing,1.0,12.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,4c5b645d38a7,exponential,increasing,1.0,12.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,008acab558c1,exponential,increasing,1.0,12.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,762d25568b0b,exponential,increasing,1.0,12.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,26176e4d10c9,exponential,increasing,7.0,50.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,01b15f8d5cac,exponential,increasing,7.0,50.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,ad118fe9c0fb,exponential,increasing,7.0,50.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,c97130d6d431,exponential,increasing,7.0,50.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,e39b5fe9f07d,exponential,increasing,7.0,50.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,797533a228e7,exponential,increasing,7.0,50.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,3e17480ac707,exponential,increasing,7.0,100.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,3f2f1ad0b252,exponential,increasing,7.0,100.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,b4cbf70f4a81,exponential,increasing,7.0,100.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,a3618ec88cfc,exponential,increasing,7.0,100.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,3366215a2ec2,exponential,increasing,7.0,100.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,1726b3904eae,exponential,increasing,7.0,100.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,a1b5b166e2e6,exponential,decreasing,1.0,2.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,18f4a4ac6d75,exponential,decreasing,1.0,2.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,f5bce3096d93,exponential,decreasing,1.0,2.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,4c8fb5af9114,exponential,decreasing,1.0,2.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,055e8b3e44d9,exponential,decreasing,1.0,2.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,e90dae1e550b,exponential,decreasing,1.0,2.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,10cb5f8711ec,exponential,decreasing,1.0,12.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,2ed3e1b92913,exponential,decreasing,1.0,12.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,ebdcbcf5f4ff,exponential,decreasing,1.0,12.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,9919b7ada6aa,exponential,decreasing,1.0,12.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,cc335487d080,exponential,decreasing,1.0,12.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,6e528c081184,exponential,decreasing,1.0,12.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,e4683ac7fb01,exponential,decreasing,7.0,50.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,d4885ce50c70,exponential,decreasing,7.0,50.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,f8ab6a4d1b3e,exponential,decreasing,7.0,50.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,70fc4ec0b8cd,exponential,decreasing,7.0,50.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,7f7131fd9c46,exponential,decreasing,7.0,50.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,6dce41ec94c2,exponential,decreasing,7.0,50.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,4b33e130c3c1,exponential,decreasing,7.0,100.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,2f4ba2d05c86,exponential,decreasing,7.0,100.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,ab3367a41e05,exponential,decreasing,7.0,100.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,81688a589d0d,exponential,decreasing,7.0,100.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,b5c3d02bfaef,exponential,decreasing,7.0,100.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,5963b856d485,exponential,decreasing,7.0,100.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,96fac8cf61ef,triangular,increasing,1.0,2.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,910db2b96e09,triangular,increasing,1.0,2.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,b00faf729248,triangular,increasing,1.0,2.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,c57e1ddccc8c,triangular,increasing,1.0,2.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,7f0b44890e02,triangular,increasing,1.0,2.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,8b3837a6180f,triangular,increasing,1.0,2.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,512d86231766,triangular,increasing,1.0,12.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,72e1a5138997,triangular,increasing,1.0,12.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,f6e38789a09b,triangular,increasing,1.0,12.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,22122092873b,triangular,increasing,1.0,12.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,0dd681bef8f0,triangular,increasing,1.0,12.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,95d4ceff1f76,triangular,increasing,1.0,12.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,c1d443604da0,triangular,increasing,7.0,50.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,b9701168e7f7,triangular,increasing,7.0,50.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,aa7b7bb6bbfc,triangular,increasing,7.0,50.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,746dcddd6f99,triangular,increasing,7.0,50.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,da7fe0876032,triangular,increasing,7.0,50.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,0e776d2ee141,triangular,increasing,7.0,50.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,4db674353638,triangular,increasing,7.0,100.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,cfa7d23b1511,triangular,increasing,7.0,100.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,060af94a22dd,triangular,increasing,7.0,100.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,b25be8f6c68a,triangular,increasing,7.0,100.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,38de71dfe117,triangular,increasing,7.0,100.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,6a55e1aff364,triangular,increasing,7.0,100.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,59ce907c8e13,triangular,decreasing,1.0,2.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,945ca7527b40,triangular,decreasing,1.0,2.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,7d2c099a2c8f,triangular,decreasing,1.0,2.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,db887a5ff286,triangular,decreasing,1.0,2.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,9c0142e63514,triangular,decreasing,1.0,2.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,e1f6f1e6cedd,triangular,decreasing,1.0,2.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,5dd78685ae42,triangular,decreasing,1.0,12.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,5ef8024c7963,triangular,decreasing,1.0,12.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,096370ba5d5d,triangular,decreasing,1.0,12.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,cbd4c220ddcc,triangular,decreasing,1.0,12.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,12dfe98eb747,triangular,decreasing,1.0,12.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,aa443e2f6fc3,triangular,decreasing,1.0,12.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,d9dfec4467d1,triangular,decreasing,7.0,50.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,cc17db8b27a7,triangular,decreasing,7.0,50.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,a96d6449d34e,triangular,decreasing,7.0,50.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,4ace39569e96,triangular,decreasing,7.0,50.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,fc240162ba89,triangular,decreasing,7.0,50.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,d73ece9bdf12,triangular,decreasing,7.0,50.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,ea7ed857cd77,triangular,decreasing,7.0,100.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,3b7e7ce80bec,triangular,decreasing,7.0,100.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,a65cdbc383e5,triangular,decreasing,7.0,100.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,308d05784d4e,triangular,decreasing,7.0,100.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,2b86301213cc,triangular,decreasing,7.0,100.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,55986bf4b2f1,triangular,decreasing,7.0,100.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,3
